Git Version: 47700734
    N,N,0,1,10240,65536,8192,1,10240,83886080,0,8192,536870912,10240,671088640,10240,671088640,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,836802,183.132,13139.4,125883,gfx942:sramecc+:xnack-,304
    N,T,0,1,10240,8192,65536,1,10240,671088640,0,8192,536870912,10240,83886080,10240,83886080,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,740365,162.027,14850.9,78675,gfx942:sramecc+:xnack-,304
    N,N,0,1,28672,65536,8192,1,28672,234881024,0,8192,536870912,28672,1879048192,28672,1879048192,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,787636,126.321,39087,125899,gfx942:sramecc+:xnack-,304
    N,T,0,1,28672,8192,65536,1,28672,1879048192,0,8192,536870912,28672,234881024,28672,234881024,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,768066,123.182,40082.9,78670,gfx942:sramecc+:xnack-,304
    T,N,0,1,32768,65536,8192,1,8192,268435456,0,8192,536870912,32768,2147483648,32768,2147483648,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,801120,125.231,43919,116181,gfx942:sramecc+:xnack-,304
    N,T,0,1,8192,32768,65536,1,8192,536870912,0,32768,2147483648,8192,268435456,8192,268435456,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,781347,122.14,45030.4,78645,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,65536,10240,1,10240,83886080,0,10240,671088640,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,805562,176.295,13649,121973,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,65536,28672,1,28672,234881024,0,28672,1879048192,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,734349,117.775,41923.3,116232,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,65536,28672,1,28672,234881024,1,28672,1879048192,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,731403,164.817,42092.2,116232,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,65536,32768,1,8192,268435456,0,32768,2147483648,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,830482,129.821,42366.2,125861,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,65536,8192,1,8192,67108864,0,8192,536870912,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,854844,206.517,10289.7,125861,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,65536,8192,1,8192,67108864,1,8192,536870912,8192,536870912,8192,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,817083,383.178,10765.2,126224,gfx942:sramecc+:xnack-,304
    N,T,0,1,8192,8192,65536,1,8192,536870912,0,8192,536870912,8192,67108864,8192,67108864,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,765903,185.03,11484.6,78594,gfx942:sramecc+:xnack-,304
