Git Version: 47700734
    N,N,0,1,10240,16384,8192,1,10240,83886080,0,8192,134217728,10240,167772160,10240,167772160,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,803965,210.22,3419.03,125883,gfx942:sramecc+:xnack-,304
    N,N,0,1,28672,16384,8192,1,28672,234881024,0,8192,134217728,28672,469762048,28672,469762048,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,808412,164.117,9520.62,95023,gfx942:sramecc+:xnack-,304
    N,N,0,1,28672,8192,16384,1,28672,469762048,0,16384,134217728,28672,234881024,28672,234881024,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,815595,165.576,9436.77,95016,gfx942:sramecc+:xnack-,304
    N,N,0,1,28672,8192,16384,1,28672,469762048,0,16384,134217728,28672,234881024,28672,234881024,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,801705,162.756,9600.26,94997,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,28672,1,28672,234881024,0,28672,469762048,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,718116,145.786,10717.7,116067,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,28672,1,28672,234881024,1,28672,469762048,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,704126,188.689,10930.7,116138,gfx942:sramecc+:xnack-,304
    T,N,0,1,32768,16384,8192,1,8192,268435456,0,8192,134217728,32768,536870912,32768,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,791449,157.46,11113.9,116181,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,16384,8192,1,8192,67108864,0,8192,134217728,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,834436,237.161,2635.34,125861,gfx942:sramecc+:xnack-,304
    N,T,0,1,28672,8192,16384,1,28672,469762048,0,8192,134217728,28672,234881024,28672,234881024,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,780870,158.526,9856.41,78598,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,8192,1,8192,67108864,0,8192,134217728,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,803005,228.228,2738.49,126224,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,8192,1,8192,67108864,1,8192,134217728,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,789585,403.945,2785.04,126224,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,8192,16384,1,8192,134217728,0,16384,134217728,8192,67108864,8192,67108864,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,803652,228.412,2736.29,95024,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,5120,32768,1,8192,268435456,0,32768,167772160,8192,41943040,8192,41943040,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,788759,255.564,3484.94,94979,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,16384,32768,1,8192,268435456,0,32768,536870912,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,807755,160.705,10889.5,125861,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,32768,5120,1,5120,41943040,0,5120,167772160,8192,268435456,8192,268435456,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,770915,249.782,3565.61,116218,gfx942:sramecc+:xnack-,304
    N,T,0,1,8192,32768,16384,1,8192,134217728,0,32768,536870912,8192,268435456,8192,268435456,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,fp32_r,512,767877,152.771,11455.1,78627,gfx942:sramecc+:xnack-,304
