Git Version: 47700734
    N,N,0,1,10240,16384,8192,1,10240,83886080,0,8192,134217728,10240,167772160,10240,167772160,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,823263,215.267,3338.88,125883,gfx942:sramecc+:xnack-,304
    N,T,0,1,10240,8192,16384,1,10240,167772160,0,8192,134217728,10240,83886080,10240,83886080,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,739182,193.281,3718.68,78628,gfx942:sramecc+:xnack-,304
    N,N,0,1,28672,16384,8192,1,28672,234881024,0,8192,134217728,28672,469762048,28672,469762048,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,810842,164.611,9492.08,94997,gfx942:sramecc+:xnack-,304
    N,T,0,1,28672,8192,16384,1,28672,469762048,0,8192,134217728,28672,234881024,28672,234881024,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,786233,159.615,9789.18,78593,gfx942:sramecc+:xnack-,304
    T,N,0,1,32768,16384,8192,1,8192,268435456,0,8192,134217728,32768,536870912,32768,536870912,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,785437,156.264,11199,116075,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,10240,1,10240,83886080,0,10240,167772160,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,769608,201.237,3571.66,116190,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,28672,1,28672,234881024,0,28672,469762048,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,726482,147.485,10594.3,116067,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,28672,1,28672,234881024,1,28672,469762048,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,723354,193.842,10640.1,116067,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,16384,32768,1,8192,268435456,0,32768,536870912,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,828116,164.755,10621.8,125861,gfx942:sramecc+:xnack-,304
    N,N,0,1,8192,16384,8192,1,8192,67108864,0,8192,134217728,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,833271,236.83,2639.03,125899,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,16384,8192,1,8192,67108864,1,8192,134217728,8192,134217728,8192,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,791520,404.934,2778.23,116055,gfx942:sramecc+:xnack-,304
    N,T,0,1,8192,32768,16384,1,8192,134217728,0,32768,536870912,8192,268435456,8192,268435456,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,781619,155.505,11253.7,78615,gfx942:sramecc+:xnack-,304
    N,T,0,1,8192,8192,16384,1,8192,134217728,0,8192,134217728,8192,67108864,8192,67108864,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,753188,214.069,2919.62,78628,gfx942:sramecc+:xnack-,304
